1,0.00
2,0.00
3,0.00
4,0.00
5,0.00
6,0.00
7,0.00
8,0.00
9,0.00
10,0.00
11,0.00
12,0.00
13,6.60
14,0.00
15,0.00
16,0.00
17,4.20
18,0.00
19,2.20
20,5.30
21,7.40
22,7.40
23,7.40
24,23.00
25,11.20
26,14.30
27,13.20
28,9.40
29,9.40
30,9.40
31,30.40
32,13.40
33,17.10
34,13.40
35,19.30
36,19.30
37,19.30
38,37.90
39,19.90
40,35.30
41,34.10
42,23.90
43,23.90
44,23.90
45,47.60
46,31.90
47,42.20
48,39.20
49,28.20
50,28.20
51,28.20
52,54.40
53,32.00
54,51.70
55,47.90
56,37.80
57,37.80
58,37.80
59,65.20
60,52.90
61,50.90
62,46.30
63,41.00
64,41.00
65,41.00
66,69.10
67,56.70
68,61.60
69,60.60
70,50.50
71,50.50
72,50.50
73,69.00
74,49.40
75,61.80
76,74.90
77,68.90
78,68.90
79,68.90
80,88.10
81,68.40
82,74.10
83,79.10
84,73.80
85,73.80
86,73.80
87,96.20
88,78.20
89,86.40
90,87.10
91,76.60
92,76.60
93,76.60
94,104.00
95,84.00
96,92.10
97,95.70
98,88.30
99,88.30
100,88.30
101,108.40
102,92.00
103,99.60
104,102.10
105,94.20
106,94.20
107,94.20
108,118.20
109,99.50
110,106.70
111,110.30
112,103.90
113,103.90
114,103.90
115,119.10
116,97.60
117,120.50
118,121.30
119,117.90
120,117.90
121,117.90
122,133.50
123,117.40
124,120.80
125,120.00
126,114.60
127,114.60
128,114.60
129,144.90
130,128.00
131,125.70
132,126.40
133,129.90
134,129.90
135,129.90
136,145.10
137,123.80
138,140.70
139,137.00
140,128.40
141,128.40
142,128.40
143,152.70
144,135.10
145,142.40
146,132.90
147,137.60
148,137.60
149,137.60
150,165.40
151,147.90
152,154.70
153,161.70
154,152.00
155,152.00
156,152.00
157,176.30
158,157.90
159,162.00
160,164.40
161,164.40
162,164.40
163,164.40
164,174.90
165,160.00
166,164.60
167,167.90
168,167.80
169,167.80
170,167.80
171,185.20
172,168.80
173,178.70
174,179.60
175,178.10
176,178.10
177,178.10
178,196.90
179,184.50
180,190.80
181,192.70
182,192.60
183,192.60
184,192.60
185,216.00
186,198.80
187,201.50
188,209.00
189,203.10
190,203.10
191,203.10
192,222.90
193,206.90
194,216.30
195,216.60
196,203.50
197,203.50
198,203.50
199,229.50
200,212.50
201,227.70
202,224.40
203,211.70
204,211.70
205,211.70
206,234.60
207,214.50
208,222.90
209,227.90
210,223.00
211,223.00
212,223.00
213,243.80
214,229.20
215,237.90
216,236.90
217,227.70
218,227.70
219,227.70
220,244.50
221,224.40
222,237.20
223,238.60
224,238.20
225,238.20
226,238.20
227,252.10
228,233.20
229,244.40
230,242.70
231,241.70
232,241.70
233,241.70
234,260.90
235,243.10
236,254.20
237,256.50
238,250.50
239,250.50
240,250.50
241,267.70
242,252.30
243,262.50
244,261.70
245,260.30
246,260.30
247,260.30
248,278.60
249,257.70
250,270.30
251,270.70
252,268.80
253,268.80
254,268.80
255,288.70
256,268.50
257,280.40
258,284.30
259,268.10
260,268.10
261,268.10
262,294.50
263,277.30
264,284.30
265,289.60
266,282.20
267,282.20
268,282.20
269,299.40
270,281.60
271,296.50
272,292.60
273,282.50
274,282.50
275,282.50
276,312.50
277,299.00
278,302.40
279,299.90
280,292.80
281,292.80
282,292.80
283,320.50
284,302.30
285,309.80
286,315.90
287,301.60
288,301.60
289,301.60
290,330.80
291,307.00
292,320.30
293,327.90
294,317.20
295,317.20
296,317.20
297,333.30
298,316.00
299,325.70
300,329.50
301,320.40
302,320.40
303,320.40
304,342.60
305,324.90
306,333.30
307,336.10
308,330.20
309,330.20
310,330.20
311,353.60
312,335.60
313,343.20
314,340.10
315,344.00
316,344.00
317,344.00
318,363.60
319,346.40
320,364.40
321,359.30
322,351.30
323,351.30
324,351.30
325,376.50
326,359.40
327,363.90
328,368.50
329,363.00
330,363.00
331,363.00
332,385.30
333,365.30
334,379.80
335,386.10
336,368.30
337,368.30
338,368.30
339,392.90
340,376.20
341,382.70
342,379.40
343,378.30
344,378.30
345,378.30
346,402.20
347,380.20
348,393.20
349,397.60
350,385.40
351,385.40
352,385.40
353,410.30
354,393.40
355,398.50
356,399.80
357,396.90
358,396.90
359,396.90
360,421.90
361,407.30
362,415.30
363,416.50
364,407.60
365,407.60
